#Table29: Reduced Cu transitions according to the criteria and results obtained in Sect. 11
#
#wavelength/Angstrom, Ion, log(gf)_TOSS, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1286.55,V,-0.01,0.04,188833,266560
1287.22,IV,-1.66,-1.63,217621,295308
1287.66,V,-0.77,-0.66,239541,317201
1287.69,V,-0.36,-0.32,190100,267759
1287.89,V,-0.71,-0.65,200648,278295
1288.04,VI,-1.43,-1.37,265639,343277
1288.31,V,-1.45,-1.43,226311,303932
1288.40,IV,-2.17,-2.23,220316,297931
1288.50,V,-1.77,-1.74,265692,343301
1288.59,V,-2.02,-2.08,223477,301081
1288.77,V,-2.27,-2.27,278282,355875
1288.88,V,-0.73,-0.59,239615,317201
1288.91,V,-1.53,-1.54,265752,343337
1288.93,IV,-1.70,-1.64,214413,291997
1289.56,V,-1.32,-1.36,234036,311582
1290.62,V,-0.53,-0.49,189587,267069
1291.01,V,-1.05,-1.00,230532,307991
1291.14,V,-2.07,-2.04,265886,343337
1291.44,V,-1.81,-1.84,228020,305453
1291.89,V,-0.80,-0.79,228048,305453
1292.09,V,-0.64,-0.59,188833,266227
1292.18,V,-1.75,-1.70,190100,267489
1292.24,IV,-1.93,-1.98,217079,294464
1292.36,V,-0.60,-0.56,230532,307910
1292.55,IV,-1.98,-1.86,242530,319896
1292.57,V,-0.76,-0.72,229774,307139
1292.62,V,-2.15,-2.11,265975,343337
1292.68,V,-1.01,-0.97,190400,267759
1292.82,IV,-1.53,-1.40,213535,290885
1292.86,V,-1.24,-1.17,228105,305453
1293.22,V,-1.93,-1.91,265975,343301
1293.33,IV,-2.08,-2.19,245204,322524
1293.36,V,-1.12,-1.11,229588,306906
1293.45,IV,-2.21,-2.30,216703,294015
1294.69,IV,-1.50,-1.61,244813,322051
1294.88,IV,-2.00,-1.88,243725,320953
1294.90,V,-2.05,-2.03,278380,355606
1295.00,IV,-1.10,-1.02,213665,290885
1295.61,V,-1.59,-1.51,234036,311220
1296.87,IV,-0.76,-0.86,213665,290774
1296.99,V,-0.77,-0.72,239541,316643
1297.09,IV,-1.89,-1.76,218815,295910
1297.21,V,-0.53,-0.48,190400,267489
1297.26,V,-1.56,-1.44,235053,312138
1299.16,V,-0.44,-0.40,189587,266560
1299.23,V,-0.41,-0.36,190100,267069
1299.28,IV,-2.25,-2.21,218945,295910
1299.94,V,-0.51,-0.45,199441,276368
1300.16,V,-1.46,-1.42,227543,304456
1300.29,IV,-2.24,-2.29,217109,294015
1300.70,V,-1.27,-1.19,201413,278295
1301.43,V,-2.44,-2.34,234036,310875
1301.60,IV,-2.29,-2.32,214319,291147
1301.73,IV,-1.43,-1.42,215133,291954
1302.33,V,-1.44,-1.45,235053,311838
1304.23,V,-1.67,-1.66,256273,332946
1304.30,V,-0.53,-0.49,226311,302980
1304.54,V,-0.32,-0.26,227801,304456
1304.89,V,-0.97,-0.93,228020,304655
1305.08,V,-2.25,-2.17,278282,354905
1305.34,V,-2.43,-2.44,239541,316149
1305.36,V,-0.44,-0.44,228048,304655
1305.36,V,-0.99,-0.98,230532,307139
1305.52,V,-1.91,-1.84,246624,323222
1305.65,V,-1.62,-1.54,226889,303479
1305.72,VI,-1.87,-1.82,265639,342225
1306.20,IV,-1.22,-1.36,243029,319587
1306.34,V,-0.72,-0.67,228105,304655
1306.34,V,-1.19,-1.19,227543,304092
1306.66,IV,-1.23,-1.37,217621,294152
1306.68,V,-2.37,-2.47,235053,311582
1306.86,V,-1.05,-1.02,239615,316134
1308.10,V,-0.39,-0.38,234036,310483
1308.22,IV,-2.44,-2.40,213535,289974
1308.29,V,-0.51,-0.48,228020,304456
1308.31,IV,-2.49,-2.43,217079,293514
1308.41,IV,-2.14,-2.13,215133,291562
1308.75,V,-2.23,-2.25,228048,304456
1309.09,V,-0.43,-0.42,227543,303932
1309.49,IV,-2.40,-2.38,217650,294015
1309.71,V,-0.34,-0.29,226889,303242
1310.29,IV,-1.72,-1.79,216703,293022
1310.76,V,-0.82,-0.90,227801,304092
1311.17,V,-1.55,-1.60,246477,322744
1311.24,V,-1.11,-1.12,243140,319404
1311.34,IV,-1.99,-1.95,220316,296573
1312.67,V,-0.60,-0.59,235053,311233
1312.96,V,-1.53,-1.52,243140,319304
1313.52,V,-1.40,-1.31,227801,303932
1313.88,IV,-1.62,-1.61,244671,320782
1314.17,V,-1.39,-1.40,228105,304199
1314.54,V,-1.94,-1.92,226889,302961
1314.57,V,-0.76,-0.80,229774,305844
1315.02,V,-1.40,-1.27,228048,304092
1315.30,IV,-1.95,-1.82,244753,320782
1315.54,IV,-1.03,-1.05,215133,291147
1316.00,IV,-2.41,-2.40,218028,294015
1316.00,V,-1.38,-1.32,246477,322464
1316.20,IV,-1.45,-1.47,213665,289642
1316.75,V,-1.77,-1.83,246624,322569
1316.79,IV,-1.53,-1.51,217079,293022
1318.12,V,-1.95,-1.86,229588,305453
1318.19,IV,-1.20,-1.25,243725,319587
1318.22,IV,-2.40,-2.36,245204,321064
1318.47,V,-2.36,-2.34,246624,322470
1318.49,IV,-2.37,-2.34,218171,294015
1318.64,IV,-2.44,-2.35,213535,289370
1318.87,V,-0.33,-0.26,235053,310875
1319.30,V,-0.98,-0.95,236040,311838
1319.56,V,-1.31,-1.29,243140,318923
1319.63,V,-1.12,-1.09,236059,311838
1319.87,V,-1.64,-1.67,234036,309801
1320.16,IV,-2.18,-2.20,245204,320953
1320.38,V,-1.38,-1.28,234036,309772
1320.57,IV,-2.30,-2.36,220316,296040
1320.66,V,-1.53,-1.43,200648,276368
1320.70,IV,-1.56,-1.58,243029,318746
1320.91,IV,-1.88,-1.86,213665,289370
1320.98,V,-1.74,-1.75,235053,310754
1321.59,V,-1.15,-1.09,236040,311706
1321.92,V,-2.07,-2.00,236059,311706
1322.80,V,-0.89,-0.83,236109,311706
1323.02,VI,-1.29,-1.27,322792,398377
1323.03,V,-1.74,-1.74,230532,306116
1323.15,IV,-1.96,-2.05,245204,320782
1323.30,V,-1.02,-0.96,272755,348324
1324.09,V,-0.88,-0.87,236059,311582
1324.39,V,-2.13,-2.10,236331,311838
1324.87,IV,-1.12,-1.20,244417,319896
1326.02,IV,-1.90,-1.77,215734,291147
1326.54,IV,-1.76,-1.67,218631,294015
1326.75,IV,-1.86,-1.79,217650,293022
1327.62,IV,-0.91,-1.02,214319,289642
1327.80,V,-1.25,-1.31,230532,305844
1328.12,IV,-2.35,-2.33,216703,291997
1328.21,IV,-1.43,-1.44,218726,294015
1328.62,V,-1.38,-1.33,278380,353646
1328.77,V,-0.53,-0.48,234036,309294
1328.83,IV,-2.30,-2.32,214319,289573
1328.88,V,-1.17,-1.16,236331,311582
1329.09,IV,-1.75,-1.82,244753,319993
1329.21,V,-0.01,0.04,234036,309269
1329.41,V,-1.54,-1.52,228020,303242
1329.47,VI,-1.23,-1.20,322805,398023
1329.59,IV,-0.61,-0.70,214319,289530
1329.98,V,-2.22,-2.14,228020,303209
1330.14,IV,-1.85,-1.71,244813,319993
1330.14,V,-0.79,-0.80,227801,302980
1330.45,V,-1.70,-1.60,256272,331435
1330.46,V,-1.65,-1.62,228048,303209
1330.47,V,-1.90,-1.97,236059,311220
1330.80,IV,-1.31,-1.36,244753,319896
1331.49,V,-1.25,-1.27,228105,303209
1332.01,V,-1.60,-1.54,226311,301386
1332.13,V,-0.77,-0.69,229588,304655
1332.14,V,0.09,0.14,265752,340820
1332.78,V,-2.47,-2.44,265692,340723
1333.45,IV,-0.75,-0.69,220917,295910
1333.47,V,-1.48,-1.42,272801,347793
1333.77,V,-2.30,-2.22,226311,301286
1333.93,V,-2.32,-2.20,246477,321443
1334.04,V,-1.24,-1.10,228020,302980
1334.52,V,-2.28,-2.28,265886,340820
1334.53,V,-1.13,-1.13,228048,302980
1334.70,IV,-1.60,-1.71,221650,296573
1334.84,IV,-1.55,-1.59,244671,319587
1335.08,V,-1.02,-0.97,236331,311233
1335.09,IV,-2.24,-2.12,213665,288566
1335.40,IV,-1.70,-1.64,218138,293022
1335.57,IV,-2.16,-2.20,217079,291954
1336.10,V,-1.08,-1.03,265975,340820
1336.24,V,-0.99,-0.94,265886,340723
1336.28,IV,-2.21,-2.10,221739,296573
1336.56,V,-2.46,-2.43,246624,321443
1337.06,V,-1.45,-1.44,265692,340483
1337.13,IV,-1.00,-1.00,218726,293514
1337.23,V,-1.86,-1.88,234036,308818
1337.83,V,-0.15,-0.11,265975,340723
1337.96,V,-2.10,-2.11,246624,321365
1338.34,V,-0.72,-0.69,235053,309772
1338.44,V,-1.13,-1.05,236040,310754
1338.60,V,-2.23,-2.23,199441,274146
1338.78,V,-1.46,-1.38,236059,310754
1339.91,V,-1.61,-1.62,199441,274073
1340.07,V,-1.01,-1.00,199441,274065
1340.28,V,-1.14,-1.10,229588,304199
1340.54,V,-0.77,-0.75,265886,340483
1341.50,V,-1.41,-1.44,236331,310875
1341.79,VI,-1.14,-1.11,322877,397404
1341.81,V,-1.32,-1.37,226311,300837
1341.97,V,-0.97,-0.90,235053,309570
1342.02,IV,-0.84,-0.78,222398,296912
1342.11,IV,-1.75,-1.72,217445,291954
1342.20,V,-1.27,-1.26,229588,304092
1342.42,V,-0.50,-0.45,256272,330765
1343.76,V,-2.24,-2.20,272801,347219
1343.90,V,-2.28,-2.42,236040,310450
1344.20,IV,-2.24,-2.33,218628,293022
1344.26,IV,-2.08,-2.05,218631,293022
1345.14,V,-2.12,-2.22,236109,310450
1345.80,IV,-1.02,-0.96,272944,347249
1345.89,V,-1.02,-0.98,278282,352582
1345.98,IV,-2.46,-2.47,218726,293022
1346.84,IV,-1.47,-1.49,214319,288566
1346.95,V,-1.38,-1.34,235053,309294
1347.67,V,-2.49,-2.47,278380,352582
1347.86,V,-0.64,-0.61,226889,301081
1348.31,IV,-2.11,-2.17,223764,297931
1348.55,V,-0.65,-0.60,265692,339846
1349.70,V,-0.61,-0.58,226311,300401
1349.83,IV,-2.31,-2.20,223847,297931
1349.99,IV,-1.16,-1.11,244671,318746
1350.18,IV,-1.90,-1.93,245204,319268
1350.64,V,-2.31,-2.29,278380,352419
1351.48,IV,-1.82,-1.77,244753,318746
1352.19,V,-0.83,-0.83,234036,307991
1352.61,IV,-0.98,-0.92,223623,297554
1353.33,V,-1.48,-1.46,229588,303479
1353.70,V,-1.06,-1.04,238234,312106
1353.91,IV,-2.10,-2.20,224071,297931
1354.30,IV,-2.47,-2.48,215734,289573
1354.41,V,-1.49,-1.44,238305,312138
1355.23,V,-1.75,-1.70,234036,307825
1355.65,V,-1.91,-1.84,235053,308818
1356.07,V,-1.09,-1.00,236059,309801
1356.62,V,-1.04,-1.08,227543,301255
1356.80,IV,-1.62,-1.62,217445,291147
1357.08,V,-0.90,-0.87,256273,329961
1357.10,V,-1.28,-1.21,265692,339378
1357.70,V,-1.09,-1.04,229588,303242
1358.29,V,-1.30,-1.38,229588,303209
1358.35,IV,-2.43,-2.43,219403,293022
1358.84,V,-2.17,-2.18,246624,320216
1358.97,V,-1.06,-1.08,227801,301386
1359.32,V,-2.00,-1.85,228020,301587
1359.77,IV,-1.67,-1.75,245204,318746
1359.80,V,-2.02,-2.00,200648,274189
1359.82,V,-0.50,-0.51,228048,301587
1359.89,V,-0.43,-0.40,227801,301336
1360.30,V,-1.65,-1.66,228020,301533
1360.34,V,-2.32,-2.20,236059,309570
1360.50,V,-0.42,-0.38,243140,316643
1360.58,V,-1.91,-1.90,200648,274146
1360.70,V,-0.61,-0.54,265886,339378
1360.84,IV,-2.24,-2.19,224071,297554
1360.89,V,-1.11,-1.05,228105,301587
1361.03,IV,-2.08,-2.18,217079,290553
1361.10,V,-1.50,-1.42,236331,309801
1361.88,V,-1.59,-1.52,228105,301533
1361.93,V,-1.03,-1.01,200648,274073
1362.53,V,-2.15,-2.13,229588,302980
1363.04,V,-0.99,-0.97,228020,301386
1364.36,V,-1.22,-1.18,227543,300837
1364.80,IV,-1.69,-1.63,214319,287589
1365.40,V,-0.76,-0.71,228048,301286
1365.46,V,-2.01,-2.01,236059,309294
1365.46,V,-2.01,-2.01,236059,309294
1365.47,V,-1.25,-1.22,228020,301255
1365.47,V,-1.25,-1.22,228020,301255
1366.35,V,-2.26,-2.24,229774,302961
1368.61,V,-0.79,-0.82,256272,329340
1368.61,V,-2.03,-1.92,256273,329340
1368.73,V,-2.08,-2.06,228020,301081
1369.18,V,-1.68,-1.59,227801,300837
1369.69,IV,-2.48,-2.48,218945,291954
1370.56,V,-1.92,-1.84,236331,309294
1370.85,V,-1.33,-1.29,230532,303479
1371.02,V,-1.20,-1.19,235053,307991
1371.22,V,-1.10,-1.08,238305,311233
1371.22,V,-2.48,-2.42,246477,319404
1372.52,V,-1.33,-1.33,227543,300401
1372.55,V,-0.78,-0.76,235053,307910
1373.10,V,-2.09,-2.02,246477,319304
1373.69,V,-2.04,-2.02,201413,274210
1374.09,V,-2.10,-2.08,201413,274189
1374.88,V,-1.25,-1.22,201413,274146
1375.33,V,-2.33,-2.28,230532,303242
1377.99,V,-1.00,-0.94,238305,310875
1379.26,IV,-1.84,-1.85,224071,296573
1379.57,V,-0.76,-0.69,236331,308818
1380.33,V,-2.28,-2.28,246477,318923
1381.98,V,-1.99,-1.97,201850,274210
1382.38,V,-1.59,-1.57,201850,274189
1382.99,V,-2.23,-2.22,265752,338059
1384.09,V,-0.81,-0.80,238234,310483
1384.60,V,-2.07,-2.02,239615,311838
1386.39,V,-2.23,-2.12,265886,338016
1386.42,IV,-2.18,-2.30,217445,289573
1387.72,IV,-1.02,-1.06,244671,316732
1388.09,V,-2.26,-2.19,239541,311582
1388.10,V,-1.52,-1.42,265975,338016
1388.90,V,-0.93,-0.90,229588,301587
1389.51,V,-1.96,-2.03,239615,311582
1389.93,V,-2.09,-2.05,229588,301533
1390.21,V,-1.89,-1.86,236059,307991
1391.41,V,-1.89,-1.89,236040,307910
1391.73,V,-2.04,-1.94,235053,306906
1392.80,V,-1.62,-1.63,229588,301386
1394.86,V,-1.81,-1.82,239541,311233
1395.10,IV,-2.30,-2.28,222336,294015
1395.90,IV,-2.43,-2.40,220316,291954
1396.54,V,-1.32,-1.28,239615,311220
1398.73,V,-2.09,-2.03,236331,307825
1398.74,V,-1.62,-1.58,229588,301081
1399.25,V,-0.93,-0.90,238305,309772
1400.00,IV,-1.92,-1.97,250623,322051
1400.23,V,-1.98,-1.96,234036,305453
1401.71,IV,-2.41,-2.37,242530,313872
1401.86,V,-1.92,-1.87,239541,310875
1403.52,V,-1.67,-1.62,229588,300837
1405.69,V,-1.92,-1.89,239615,310754
1407.36,V,-1.61,-1.61,230532,301587
1407.75,V,-0.62,-0.56,238234,309269
1408.42,V,-1.72,-1.68,230532,301533
1408.42,IV,-1.73,-1.74,222398,293399
1408.55,V,-1.59,-1.59,256273,327268
1409.46,V,-1.37,-1.31,236040,306989
1409.48,IV,-1.73,-1.70,220917,291865
1410.83,V,-1.45,-1.36,236109,306989
1411.11,V,-2.22,-2.08,236040,306906
1411.52,IV,-2.34,-2.19,244753,315599
1411.60,IV,-1.82,-1.83,223623,294464
1413.00,IV,-1.70,-1.82,227160,297931
1413.88,IV,-1.79,-1.73,242530,313257
1415.66,V,-1.18,-1.17,236040,306678
1416.05,V,-1.23,-1.25,236059,306678
1416.79,V,-2.03,-1.96,272755,343337
1417.02,IV,-2.45,-2.39,244417,314988
1417.05,V,-1.89,-1.94,236109,306678
1417.97,IV,-2.25,-2.21,225387,295910
1418.43,V,-1.97,-1.92,272801,343301
1420.06,V,-0.52,-0.45,234036,304456
1420.44,V,-1.06,-0.99,235053,305453
1422.40,IV,-1.31,-1.42,221650,291954
1423.46,IV,-1.85,-1.95,223764,294015
1423.87,V,-1.38,-1.35,239541,309772
1423.89,IV,-1.71,-1.74,220917,291147
1424.19,IV,-2.42,-2.31,221739,291954
1424.41,V,-1.50,-1.51,256272,326477
1424.77,V,-2.16,-2.20,239615,309801
1425.19,V,-0.65,-0.62,246477,316643
1425.26,V,-2.42,-2.30,234036,304199
1427.42,V,-0.91,-0.92,236059,306116
1427.43,V,-1.46,-1.53,234036,304092
1429.15,IV,-2.30,-2.28,227960,297931
1429.48,V,-1.79,-1.66,239615,309570
1429.70,IV,-1.92,-1.92,224071,294015
1430.71,V,-2.01,-1.99,234036,303932
1430.81,IV,-1.74,-1.75,223623,293514
1432.02,V,-1.98,-1.98,238234,308065
1432.99,V,-1.28,-1.26,236331,306116
1433.63,V,-1.17,-1.11,239541,309294
1435.14,V,-1.75,-1.65,239615,309294
1435.60,V,-1.98,-1.93,246477,316134
1436.73,V,-0.98,-0.93,235053,304655
1437.41,IV,-2.32,-2.32,243725,313295
1438.19,IV,-2.41,-2.42,243725,313257
1438.26,IV,-1.99,-2.14,220917,290445
1438.45,V,-2.04,-2.02,238305,307825
1438.65,V,-1.06,-1.03,246624,316134
1440.85,V,-1.49,-1.45,235053,304456
1443.48,V,-1.53,-1.54,239541,308818
1443.89,IV,-2.21,-2.20,223764,293022
1444.13,V,-1.26,-1.25,256272,325519
1445.39,IV,-2.08,-2.18,244072,313257
1445.65,V,-2.11,-2.18,234036,303209
1446.72,V,-0.73,-0.71,236331,305453
1450.30,IV,-1.82,-1.82,224071,293022
1450.45,V,-1.05,-1.04,234036,302980
1451.28,IV,-2.42,-2.43,243725,312630
1451.85,IV,-2.01,-1.88,244417,313295
1452.67,V,-2.23,-2.20,278380,347219
1456.48,V,-2.17,-2.19,238234,306892
1456.96,V,-1.28,-1.35,256273,324909
1457.43,IV,-1.98,-2.02,227960,296573
1457.81,V,-1.48,-1.53,236059,304655
1459.34,V,-2.23,-2.20,239541,308065
1460.93,V,-1.80,-1.81,239541,307991
1462.50,V,-1.43,-1.43,239615,307991
1463.62,V,-1.44,-1.34,236331,304655
1464.24,V,-1.59,-1.55,239615,307910
1464.48,V,-1.92,-1.93,239541,307825
1465.49,IV,-2.03,-2.01,229694,297931
1466.61,IV,-1.80,-1.86,244417,312602
1467.89,V,-1.79,-1.83,236331,304456
1469.20,V,-2.38,-2.34,272755,340820
1469.52,IV,-2.37,-2.44,244417,312467
1473.12,IV,-2.29,-2.27,224071,291954
1475.77,V,-1.94,-1.90,246477,314238
1475.78,V,-0.91,-0.89,236331,304092
1476.14,IV,-2.07,-2.08,244671,312416
1476.81,IV,-2.17,-2.15,244753,312467
1477.50,V,-1.61,-1.59,272801,340483
1478.99,V,-1.98,-1.98,246624,314238
1482.54,IV,-2.05,-2.18,243725,311177
1482.82,V,-0.91,-0.88,236040,303479
1483.24,V,-2.04,-2.05,236059,303479
1484.80,V,-1.83,-1.86,234036,301386
1485.29,IV,-1.83,-1.78,244671,311998
1486.55,IV,-2.16,-2.19,244813,312083
1488.48,V,-2.11,-2.12,236059,303242
1489.19,V,-1.09,-1.13,236059,303209
1489.90,V,-2.05,-2.03,199441,266560
1489.90,IV,-1.93,-1.94,244943,312061
1493.65,V,-2.39,-2.36,256272,323222
1493.66,V,-2.35,-2.27,256273,323222
1494.29,V,-2.29,-2.25,236040,302961
1494.46,IV,-2.06,-2.19,244813,311727
1494.53,V,-2.04,-1.96,236331,303242
1495.23,IV,-1.79,-1.74,229694,296573
1497.33,V,-1.74,-1.71,199441,266227
1497.91,IV,-2.42,-2.45,244417,311177
1498.12,IV,-2.40,-2.43,226271,293022
1498.92,IV,-2.23,-2.20,231216,297931
1500.39,V,-1.43,-1.40,236331,302980
1502.02,V,-1.81,-1.82,272801,339378
1502.99,V,-1.35,-1.28,235053,301587
1504.40,V,-2.15,-2.22,256272,322744
1505.56,V,-2.22,-2.19,200648,267069
1510.51,V,-2.08,-2.18,235053,301255
1510.62,IV,-2.32,-2.41,244813,311011
1510.77,V,-2.47,-2.43,256272,322464
1511.63,V,-2.21,-2.24,243140,309294
1512.73,IV,-2.13,-2.13,231825,297931
1513.41,V,-2.47,-2.44,201413,267489
1514.07,IV,-2.33,-2.45,244753,310800
1518.86,V,-1.65,-1.59,239615,305453
1522.47,V,-2.43,-2.45,265752,331435
1526.07,V,-1.83,-1.74,236059,301587
1530.04,V,-2.02,-1.94,246624,311982
1530.06,IV,-2.47,-2.42,231216,296573
1530.98,V,-2.26,-2.18,219203,284521
1531.30,V,-1.75,-1.79,272755,338059
1532.32,V,-1.26,-1.25,272755,338016
1533.04,V,-2.31,-2.43,246477,311706
1533.83,V,-1.82,-1.83,236059,301255
1535.77,V,-2.22,-2.12,239541,304655
1537.15,V,-0.79,-0.75,278282,343337
1537.50,V,-1.66,-1.62,239615,304655
1540.33,V,-1.01,-0.97,278380,343301
1540.47,V,-1.19,-1.11,239541,304456
1542.01,V,-2.23,-2.26,243140,307991
1544.42,V,-1.80,-1.79,236331,301081
1549.16,V,-1.98,-2.03,239541,304092
1550.25,V,-2.20,-2.18,236331,300837
1563.14,V,-1.30,-1.25,246477,310450
1566.76,V,-2.34,-2.31,246624,310450
1568.25,V,-2.44,-2.43,243140,306906
1576.31,V,-1.59,-1.57,239541,302980
1576.88,V,-1.34,-1.34,256272,319689
1583.92,V,-2.20,-2.25,272801,335935
1585.32,V,-1.81,-1.79,246624,309703
1586.51,V,-1.25,-1.25,256273,319304
1613.63,V,-1.84,-1.79,239615,301587
1616.95,V,-2.20,-2.22,239541,301386
1625.63,V,-2.36,-2.38,243140,304655
1641.27,V,-2.26,-2.24,256272,317201
1648.47,V,-2.19,-2.20,246477,307139
1656.45,V,-2.02,-2.01,256272,316643
1658.56,V,-2.36,-2.35,219203,279497
1663.86,V,-2.10,-2.09,243140,303242
1670.53,V,-2.46,-2.44,256273,316134
1672.87,V,-1.22,-1.18,278282,338059
1681.81,V,-1.57,-1.57,219203,278663
1692.27,IV,-1.34,-1.37,272944,332036
