#list of all IG-element (stages III-VI) transitions found in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1294.67,Ti,III,-0.31,184.90,77424.45
1294.72,Ti,III,-0.09,184.90,77421.86
1294.79,Ni,V,-1.19,236454.10,313686.60
1295.05,Ni,V,-1.19,235736.50,312953.60
1295.20,Fe,VI,-0.32,263135.90,340344.00
1295.30,Ni,V,-0.08,212095.80,289298.00
1295.32,Ni,VI,-0.66,336430.40,413631.60
1295.36,Ni,VI,-1.62,339260.10,416459.00
1295.62,Ni,V,-1.13,240193.80,317376.80
1295.63,Ni,V,-1.12,243331.50,320513.80
1295.65,Co,V,-0.81,235961.10,313142.70
1295.74,Ni,IV,-0.77,144815.10,221991.00
1295.80,Ni,V,-0.07,239107.70,316280.30
1295.82,Fe,VI,-0.47,262368.40,339539.80
1295.88,Ti,III,-0.44,0.00,77167.43
1296.15,Ni,V,-0.52,212095.80,289247.10
1296.19,Co,V,-0.65,238106.20,315255.40
1296.20,Ni,V,-0.11,242504.30,319652.70
1296.24,Co,V,-0.79,236431.20,313577.10
1296.29,Ni,V,-1.46,243370.50,320513.80
1296.31,Mn,V,-2.13,183538.80,260680.80
1296.54,Cr,IV,-0.08,254534.60,177406.50
1296.57,Co,V,-1.69,276608.80,353735.50
1296.58,Co,V,-0.66,238129.60,315255.40
1296.59,Ni,IV,-1.05,147635.90,224761.50
1296.73,Co,V,0.28,251701.50,328818.40
1296.73,Fe,VI,0.03,281217.80,358334.60
1296.74,Co,V,-0.52,205878.90,282995.60
1296.75,Ni,V,-1.13,242504.30,319620.20
1296.78,Cr,IV,-0.76,238100.40,160986.50
1296.78,Ni,V,-1.28,216305.70,293420.00
1296.87,Fe,VI,0.18,262368.40,339477.00
1296.98,Ni,VI,-0.49,309054.90,386157.30
1297.17,Co,V,-0.40,238164.60,315255.40
1297.24,Ni,VI,-0.58,339335.80,416422.30
1297.27,Ni,VI,-0.71,347278.50,424363.70
1297.42,Cr,IV,0.38,259755.40,182679.20
1297.46,Ni,IV,-0.68,148358.20,225431.60
1297.55,Fe,V,-0.48,205536.40,282604.80
1297.60,Co,V,-0.91,268877.00,345942.10
1297.62,Fe,VI,-1.31,282035.00,359099.30
1297.65,Cr,IV,-0.83,237999.50,160937.40
1297.73,Ni,V,-0.92,239107.70,316165.40
1297.75,Co,V,-0.01,268885.80,345942.10
1297.95,Ni,V,-1.34,212253.40,289298.00
1297.98,Ni,V,-1.26,235420.60,312463.30
1298.00,Cr,IV,0.01,251137.80,174096.20
1298.00,Ni,V,-1.77,235736.50,312778.20
1298.03,Ca,III,-1.10,281882.24,204842.64
1298.06,Ni,V,-1.19,240193.80,317232.00
1298.18,Ni,IV,-1.71,145962.50,222993.30
1298.63,Ti,III,-0.91,420.40,77424.45
1298.70,Ti,III,-0.27,0.00,77000.23
1298.74,Ni,V,0.25,242862.60,319860.40
1298.81,Ni,V,-1.47,212253.40,289247.10
1298.87,Cr,IV,-0.98,263971.00,186980.80
1298.94,Co,V,-0.14,238106.20,315092.20
1298.95,Ni,V,-1.79,216434.70,293420.00
1298.96,Co,V,0.06,236158.00,313142.70
1298.98,Fe,IV,-1.34,162087.81,239071.40
1299.05,Co,IV,-1.09,137280.90,214260.50
1299.32,Fe,IV,-1.69,167795.92,244759.25
1299.39,Co,V,-1.60,242765.00,319724.10
1299.41,Co,V,-2.05,236353.10,313311.00
1299.46,Co,VI,-0.33,282948.00,359902.90
1299.52,Cr,IV,-0.41,238447.10,161495.30
1299.65,Ni,IV,-0.77,151574.70,228518.50
1299.66,Co,IV,-0.31,152113.30,229056.60
1299.85,Fe,VI,-0.82,282951.90,359884.00
1299.95,Ni,IV,-0.93,152343.70,229269.50
1300.03,Cr,IV,-0.72,251017.30,174096.20
1300.23,Ni,V,-1.47,212253.40,289163.00
1300.33,Ni,VI,-0.73,307843.90,384747.40
1300.34,Fe,IV,-1.44,160015.88,236918.79
1300.41,Co,V,-1.02,283592.10,360490.70
1300.41,Ti,IV,-0.38,313033.90,236135.29
1300.47,Cr,IV,0.30,263875.90,186980.80
1300.53,Ti,IV,-0.27,313034.10,236142.30
1300.61,Co,V,-1.35,206108.50,282995.60
1300.61,Fe,V,-0.72,205536.40,282423.50
1300.62,Co,V,-1.34,248698.20,325584.50
1300.79,Cr,IV,0.42,250535.20,173659.10
1300.94,Co,V,-0.80,238129.60,314997.30
1300.98,Ni,V,-0.05,178019.80,254885.00
1301.17,Fe,VI,-0.29,280901.50,357755.20
1301.24,Ni,V,-2.06,235116.50,311966.50
1301.27,Ni,V,-0.72,242290.40,319138.70
1301.28,Co,V,0.10,236431.20,313278.70
1301.29,Co,V,-0.35,242765.00,319611.90
1301.38,Co,V,-0.08,277376.80,354218.10
1301.52,Co,V,-0.81,238259.10,315092.20
1301.54,Co,V,-0.18,235961.10,312792.90
1301.56,Co,V,0.01,236746.00,313577.10
1301.58,Ni,V,-0.97,216590.50,293420.00
1301.59,Fe,VI,-1.07,282951.90,359781.30
1301.60,Mn,V,-1.77,184635.60,261464.40
1301.61,Ni,IV,-0.81,147635.90,224463.60
1301.62,Ni,V,-0.72,236454.10,313281.30
1301.72,Co,V,-1.01,255292.50,332114.20
1301.72,Ni,V,-1.40,247104.90,323926.30
1301.80,Fe,VI,-0.11,264118.30,340935.00
1301.88,Cr,IV,-0.89,237798.20,160986.50
1302.23,Ni,V,-1.47,212455.70,289247.10
1302.25,Ni,V,-0.22,242862.60,319652.70
1302.39,Ni,V,-0.28,212095.80,288877.90
1302.41,Co,V,0.46,277360.70,354141.70
1302.64,Co,V,-0.55,241174.10,317941.00
1302.73,Co,V,0.14,249179.70,325941.40
1302.75,Co,V,-0.23,255292.50,332053.00
1302.79,Fe,V,-1.33,213649.20,290407.70
1302.85,Ni,V,-0.70,221087.60,297842.50
1302.86,Co,V,0.35,283736.70,360490.70
1303.01,Cr,IV,-1.07,238100.40,161354.80
1303.05,Ni,IV,-1.00,145962.50,222705.50
1303.08,Fe,V,-1.77,187157.50,263898.60
1303.11,Co,V,-1.26,238106.20,314845.50
1303.11,Co,V,-1.65,277376.80,354116.40
1303.27,Co,V,-0.27,236353.10,313083.10
1303.33,Ni,V,0.07,235736.50,312463.30
1303.41,Co,IV,-1.08,140863.50,217585.40
1303.49,Fe,V,-0.73,188395.30,265112.60
1303.52,Fe,V,-1.17,187719.00,264434.20
1303.57,Co,V,-0.26,235199.90,311912.50
1303.66,Ni,V,-1.51,212455.70,289163.00
1303.75,Co,V,-0.11,238390.30,315092.20
1303.94,Cr,IV,-1.67,238447.10,161756.30
1303.98,Ni,V,-0.42,247165.00,323853.10
1304.11,Co,V,-0.98,238164.60,314845.50
1304.17,V_,IV,0.28,222794.60,146117.70
1304.52,Cr,IV,0.57,250752.70,174096.20
1304.72,Ni,V,-1.50,247281.80,323926.30
1304.77,Cr,IV,-1.05,250007.70,173366.00
1304.80,Ni,V,-0.25,229408.80,306049.00
1304.81,Fe,V,-0.20,258628.50,335267.80
1304.87,Fe,V,-2.31,208838.20,285474.00
1304.87,Ni,V,0.29,229413.00,306049.00
1304.90,Ni,V,-0.60,242504.30,319138.70
1304.92,Co,V,-1.78,249006.80,325639.80
1304.97,Co,V,0.05,255484.10,332114.20
1305.03,Ni,V,-0.53,247281.80,323908.60
1305.07,Ni,V,-0.20,212253.40,288877.90
1305.40,Cr,IV,-0.16,238100.40,161495.30
1305.42,V_,IV,0.42,223033.00,146429.30
1305.69,Ni,V,-0.96,235420.60,312008.30
1305.70,Ni,V,0.33,229408.80,305996.30
1305.71,Co,V,-0.12,238259.10,314845.50
1305.77,Mn,IV,-1.33,248665.00,172081.90
1305.96,Ni,V,-0.12,242504.30,319076.20
1305.97,Fe,V,-1.02,212818.10,289389.70
1306.00,Fe,IV,-1.49,177005.97,253575.65
1306.04,Ni,V,-0.69,243331.50,319899.10
1306.05,Cr,IV,0.73,249932.50,173366.00
1306.08,Fe,V,-0.21,213534.10,290099.10
1306.13,Ti,V,-0.09,494035.70,570597.80
1306.22,Ni,IV,-1.75,111763.30,188320.10
1306.24,Co,V,-0.72,249179.70,325735.10
1306.24,Ni,V,0.27,229440.60,305996.30
1306.26,Ni,V,-0.80,235736.50,312291.00
1306.27,Ni,V,-0.68,221429.00,297982.80
1306.33,Ni,V,-1.95,240193.80,316744.00
1306.37,Ni,V,-1.37,216434.70,292983.00
1306.62,Ni,V,0.56,208046.40,284579.50
1306.65,Ni,V,-1.63,268273.90,344805.30
1306.70,Ni,V,0.11,243370.50,319899.10
1306.86,Co,V,-0.87,206476.00,282995.60
1307.08,Mn,IV,-1.04,248983.80,172477.20
1307.12,Cr,IV,-0.35,237999.50,161495.30
1307.13,Mn,IV,-0.98,249374.80,172871.50
1307.20,Ni,V,-0.93,236454.10,312953.60
1307.22,Fe,V,-0.51,258769.50,335267.80
1307.23,Co,VI,-0.10,283961.00,360458.80
1307.25,Cr,IV,-0.26,238561.30,162064.90
1307.25,Cr,IV,0.17,251342.70,174846.20
1307.40,Co,V,0.55,289449.20,365937.10
1307.42,Fe,V,-0.20,219486.90,295973.20
1307.57,Cr,IV,-0.86,251017.30,174539.70
1307.60,Ni,V,0.17,178019.80,254495.60
1307.78,Ni,V,-0.18,253905.20,330370.70
1307.87,Co,V,-0.16,243455.20,319915.70
1307.87,Co,V,-1.40,249179.70,325639.80
1308.01,Cr,IV,0.15,263971.00,187519.00
1308.05,V_,IV,0.57,223304.60,146855.10
1308.07,Ni,V,-1.34,208131.00,284579.50
1308.16,Cr,IV,-0.29,237798.20,161354.80
1308.22,Co,V,-1.07,236353.10,312792.90
1308.23,Cr,IV,-0.36,250535.20,174096.20
1308.23,Ni,IV,-1.38,147635.90,224075.30
1308.24,Fe,IV,-1.27,162074.42,238512.84
1308.30,Co,V,-0.42,249300.00,325735.10
1308.42,Co,V,-0.57,255002.90,331431.10
1308.43,Ni,V,-0.55,247104.90,323532.20
1308.52,Ni,V,-1.50,212455.70,288877.90
1308.61,Ni,V,-0.30,240959.60,317376.80
1308.64,Fe,VI,0.09,261841.40,338256.40
1308.67,Ni,V,-0.09,221429.00,297842.50
1308.81,Co,V,-0.80,277330.20,353735.50
1308.86,Cr,IV,-1.46,241832.50,165430.00
1308.95,Ni,V,-0.78,232545.90,308943.00
1308.98,Ni,IV,-1.41,139289.40,215684.50
1309.12,Ni,V,-0.94,216596.00,292983.00
1309.14,Fe,V,-1.33,378763.10,302377.10
1309.21,Cr,IV,0.33,238447.10,162064.90
1309.26,Fe,V,-1.35,213534.10,289913.00
1309.27,Co,V,0.21,248098.90,324477.50
1309.34,Ni,IV,-1.41,111195.80,187570.30
1309.46,Ni,V,-1.27,247165.00,323532.20
1309.49,V_,IV,-0.25,222794.60,146429.30
1309.52,Fe,V,-0.91,209110.10,285474.00
1309.60,Co,V,0.37,241985.30,318344.60
1309.65,Ni,V,-0.29,208046.40,284402.50
1309.66,Cr,IV,0.47,259799.60,183444.20
1309.69,Ni,V,-0.10,243266.20,319620.20
1309.78,Co,V,-1.05,238106.20,314454.80
1309.86,Cr,IV,-0.36,238100.40,161756.30
1309.91,Fe,VI,-0.16,263135.90,339477.00
1309.93,Co,V,-0.06,249300.00,325639.80
1309.94,Co,IV,-0.67,182501.40,258840.70
1310.07,Co,V,0.23,255292.50,331624.40
1310.09,Ni,V,0.14,221087.60,297418.10
1310.10,Ni,V,-1.23,221087.60,297417.90
1310.15,Ni,IV,-1.14,145702.20,222029.30
1310.18,Co,V,-0.56,238129.60,314454.80
1310.20,Ni,V,-1.96,236454.10,312778.20
1310.25,Ni,V,0.17,243331.50,319652.70
1310.33,Co,VI,-0.44,306439.20,382756.10
1310.51,Co,VI,0.14,285189.00,361495.10
1310.60,Co,V,-1.17,244821.20,321122.20
1310.62,Fe,VI,-0.65,282035.00,358334.60
1310.67,Ca,III,-1.91,281139.55,204842.64
1310.76,Cr,IV,-0.79,251137.80,174846.20
1310.78,Co,V,-1.43,238164.60,314454.80
1310.81,Ni,IV,-1.68,145702.20,221991.00
1310.81,Ni,V,-0.82,243331.50,319620.20
1310.83,Ni,V,-1.17,232655.60,308943.00
1310.88,Ni,VI,-0.52,335384.50,411669.40
1310.92,Fe,VI,-1.29,269140.20,345422.60
1311.03,Ni,V,-0.17,242862.60,319138.70
1311.09,Ni,V,-1.02,240959.60,317232.00
1311.11,Ni,V,0.42,208131.00,284402.50
1311.14,Ni,V,-0.73,225200.70,301470.20
1311.15,Co,V,-0.85,243455.20,319724.10
1311.24,Fe,V,-0.82,213649.20,289913.00
1311.33,Ni,V,-0.87,239107.70,315366.10
1311.48,Ni,V,-1.68,243370.50,319620.20
1311.53,Cr,IV,0.75,251093.10,174846.20
1311.55,Ni,IV,-0.62,156294.00,232539.50
1311.56,Ni,V,-0.11,241082.20,317327.30
1311.67,Ni,V,-1.64,208163.70,284402.50
1311.82,Ni,V,-1.16,235736.50,311966.50
1311.83,Fe,V,-0.21,219486.90,295716.40
1312.02,Ni,V,-0.17,239107.70,315326.20
1312.04,Ni,IV,-0.24,139289.40,215506.60
1312.15,Co,V,0.15,289449.20,365660.10
1312.26,Co,V,0.46,283592.10,359796.70
1312.54,Ni,IV,-1.44,156351.20,232539.50
1312.57,Mn,V,-2.01,193781.60,269968.30
1312.58,Cr,IV,-0.72,236491.40,160305.40
1312.64,Cr,IV,-0.73,254212.10,178030.00
1312.65,Ni,V,0.10,229408.80,305590.80
1312.72,Ni,V,-0.22,208131.00,284308.90
1312.72,Ni,V,0.38,229413.00,305590.80
1312.72,V_,IV,-0.13,223033.00,146855.10
1312.79,Mn,V,-0.94,193781.60,269955.40
1312.87,Cr,IV,-1.34,251137.80,174968.60
1312.88,Ni,IV,-1.98,112151.90,188320.10
1312.94,Co,V,-0.87,236353.10,312518.00
1312.94,Co,V,0.18,289495.10,365660.10
1312.96,Ni,V,-1.38,216189.90,292353.40
1313.13,Co,V,-0.49,255002.90,331156.70
1313.19,Ni,V,-0.98,229440.60,305590.80
1313.22,Co,IV,-0.82,153265.30,229414.00
1313.27,Cr,IV,-1.23,238447.10,162301.40
1313.28,Ni,V,0.30,208163.70,284308.90
1313.65,Co,V,-1.37,205878.90,282002.80
1313.71,Co,V,-0.91,248698.20,324818.60
1313.72,Ni,VI,-0.50,335976.00,412095.60
1313.74,Co,V,-0.52,249006.80,325125.50
1313.77,Ni,IV,-1.03,139619.20,215736.10
1313.84,Co,V,-1.17,238106.20,314219.10
1313.85,Fe,V,-1.53,365284.40,289171.90
1313.85,Fe,V,-2.38,383401.10,307288.70
1313.93,Ni,IV,-1.79,141832.00,217939.70
1313.97,Ni,IV,-2.22,148358.20,224463.60
1314.24,Co,V,-0.96,238129.60,314219.10
1314.29,Ni,V,-0.86,240193.80,316280.30
1314.31,Ni,V,-0.28,208163.70,284249.00
1314.33,Ni,V,0.17,208164.60,284249.00
1314.35,Ni,V,0.42,246240.90,322324.20
1314.40,Ni,V,-0.26,233839.20,309919.50
1314.42,Co,VI,-0.75,285189.00,361268.20
1314.49,Fe,V,0.06,258434.10,334509.10
1314.53,Fe,V,-1.94,208838.20,284911.20
1314.65,Ni,V,-0.71,212095.80,288161.60
1314.66,Ni,IV,-0.50,139619.20,215684.50
1314.68,Ni,V,0.04,208151.50,284215.50
1314.69,Co,V,0.46,268885.80,344949.40
1314.76,Ni,IV,-1.30,110410.60,186470.10
1314.85,Co,V,-0.53,238164.60,314219.10
1314.91,Ni,V,-0.49,208164.60,284215.50
1314.99,Ni,V,-0.10,232545.90,308592.00
1315.01,Mn,V,-0.80,184635.60,260680.80
1315.02,Mn,V,-0.89,183538.80,259583.30
1315.06,Cr,IV,-0.35,237798.20,161756.30
1315.18,Ni,V,-1.61,216596.00,292631.00
1315.23,Ni,V,-0.61,232910.80,308943.00
1315.30,Ni,IV,-0.62,145962.50,221991.00
1315.48,Cr,IV,-1.10,247099.10,171081.30
1315.59,Fe,V,-1.57,213534.10,289545.90
1315.63,Ni,V,-1.36,236454.10,312463.30
1315.65,Ni,V,-0.00,225545.10,301553.00
1315.83,Cr,IV,0.61,233358.80,157361.40
1315.87,Cr,IV,-0.92,250535.20,174539.70
1315.98,Ni,V,-0.86,221429.00,297417.90
1316.22,Fe,V,-2.37,216538.10,292513.20
1316.27,Fe,V,-1.30,214611.40,290583.70
1316.28,Ni,V,-0.90,240193.80,316165.40
1316.54,Mn,V,-1.39,194011.40,269968.30
1316.71,Co,V,-0.75,255484.10,331431.10
1316.73,Co,V,-0.10,249179.70,325125.50
1316.76,Mn,V,-2.32,194011.40,269955.40
1316.87,Ni,V,-1.16,234275.20,310212.60
1316.89,Ni,V,-0.15,232655.60,308592.00
1316.89,Ni,V,-0.50,225616.50,301553.00
1316.92,Cr,IV,-1.59,237999.50,162064.90
1316.96,Co,V,0.30,248698.20,324630.40
1317.03,Ni,V,-0.85,240959.60,316887.80
1317.07,Ni,V,-0.64,221087.60,297013.90
1317.15,Ni,IV,-1.09,156351.20,232272.70
1317.24,Ni,IV,-1.83,142023.50,217939.70
1317.41,Cr,IV,-0.75,250752.70,174846.20
1317.45,Ni,V,0.61,233839.20,309743.60
1317.56,V_,IV,-0.48,223033.00,147135.20
1317.62,Co,V,-0.85,206108.50,282002.80
1317.70,Ca,III,-1.47,279741.80,203851.95
1317.73,Fe,VI,-0.39,262368.40,338256.40
1317.74,Ni,IV,-1.21,139619.20,215506.60
1317.84,Fe,V,-0.19,214525.80,290407.70
1317.84,Ni,V,-1.69,217101.00,292983.00
1317.86,Fe,V,-0.43,258628.50,334509.10
1317.95,Co,IV,-0.81,148106.00,223981.30
1317.96,Ni,V,-0.23,240193.80,316068.80
1318.00,Cr,IV,-1.68,234502.10,158629.50
1318.01,Co,V,0.15,277376.80,353248.70
1318.14,Co,V,-0.80,255292.50,331156.70
1318.14,Ni,V,-0.14,212095.80,287960.00
1318.16,Ni,V,-1.22,311470.30,387333.40
1318.33,Ni,V,0.21,225616.50,301470.20
1318.36,Fe,V,-0.42,208838.20,284690.30
1318.36,Fe,V,-0.75,212818.10,288669.80
1318.52,Ni,V,0.31,178019.80,253862.70
1318.60,Ni,IV,-1.12,139886.70,215724.50
1318.62,Ni,IV,-1.78,141577.20,217414.30
1318.65,Ni,IV,-0.52,146194.30,222029.30
1318.92,Ni,V,-0.89,247165.00,322984.50
1319.14,Ni,IV,-1.51,111763.30,187570.30
1319.16,Ni,V,-0.11,241082.20,316887.80
1319.28,Cr,IV,-0.15,238100.40,162301.40
1319.30,Ni,IV,-1.41,139886.70,215684.50
1319.32,Ni,IV,-1.24,146194.30,221991.00
1319.33,Fe,V,-0.83,214611.40,290407.70
1319.36,Co,V,0.18,241875.40,317669.70
1319.54,Cr,IV,-0.61,250752.70,174968.60
1319.62,Co,V,-2.36,248698.20,324477.50
1319.65,Co,V,-0.90,244866.70,320644.60
1319.69,Cr,IV,0.69,233708.50,157933.30
1319.70,Co,V,-1.30,248855.90,324630.40
1319.75,Ni,V,-0.34,247049.10,322820.80
1319.82,Ni,V,-0.87,243370.50,319138.70
1319.84,Ni,V,-1.27,240959.60,316726.60
1320.03,Cr,IV,-1.03,233117.30,157361.40
1320.22,Ni,V,-0.58,243331.50,319076.20
1320.30,Fe,V,-1.23,213649.20,289389.70
1320.31,Fe,V,-1.44,258769.50,334509.10
1320.41,Fe,V,0.28,216779.10,292513.20
1320.65,Fe,VI,-1.06,282035.00,357755.20
1320.66,Co,V,-0.51,238106.20,313825.80
1320.70,Ni,V,0.36,225200.70,300918.10
1320.71,Ni,IV,-1.11,148358.20,224075.30
1320.80,Fe,IV,-1.12,161571.59,237283.09
1320.89,Ni,V,-0.66,212253.40,287960.00
1321.04,Cr,IV,-1.12,237999.50,162301.40
1321.24,Ni,V,-0.56,212095.80,287782.10
1321.26,Co,V,-1.17,241174.10,316859.20
1321.28,Co,V,-0.59,241985.30,317669.70
1321.34,Fe,V,-0.21,209110.10,284790.80
1321.49,Fe,V,-0.04,209523.90,285196.10
1321.65,Ni,IV,-1.33,148358.20,224021.30
1321.67,Ni,V,-0.88,241082.20,316744.00
1321.68,Co,V,-1.16,238164.60,313825.80
1321.71,V_,IV,-0.10,222794.60,147135.20
1321.85,Fe,V,-0.71,216779.10,292430.70
1321.91,V_,IV,-0.29,223304.60,147656.50
1321.97,Ni,V,-1.49,241082.20,316726.60
1322.09,Ni,VI,-0.51,337993.90,413631.60
1322.37,Co,V,-1.13,248855.90,324477.50
1322.74,Co,V,-0.39,242340.30,317941.00
1322.84,Ni,IV,-1.55,140140.90,215736.10
1322.90,Co,V,-1.36,248098.90,323690.10
1322.98,Co,V,-0.30,241174.10,316761.00
1323.02,Ni,V,-1.31,221429.00,297013.90
1323.04,Ni,IV,-0.57,140140.90,215724.50
1323.08,Cr,IV,-1.22,247765.00,172184.00
1323.10,Fe,V,-1.93,209110.10,284690.30
1323.27,Fe,V,0.33,216860.40,292430.70
1323.30,Ni,V,-1.01,247049.10,322617.60
1323.46,Co,V,-0.75,236353.10,311912.50
1323.46,Cr,IV,-0.85,253476.10,177916.50
1323.47,Co,V,-0.19,238259.10,313817.80
1323.49,Cr,IV,-2.42,234085.20,158527.70
1323.50,Ni,V,-1.24,253905.20,329462.30
1323.51,Co,V,-2.17,244821.20,320378.10
1323.55,Ni,V,-0.20,236454.10,312008.30
1323.56,Ni,V,0.30,241773.60,317327.30
1323.82,Ni,V,-1.35,247281.80,322820.80
1323.89,Cr,IV,-0.20,232896.60,157361.40
1323.98,Ni,V,0.39,217101.00,292631.00
1324.00,Ni,V,-0.22,212253.40,287782.10
1324.18,Co,V,-1.77,235961.10,311479.60
1324.25,Co,V,0.69,236746.00,312260.60
1324.28,Ni,V,-1.16,247104.90,322617.60
1324.29,Fe,VI,-0.17,269140.20,344652.60
1324.29,Ni,V,-1.71,236454.10,311966.50
1324.30,Co,V,-0.89,244866.70,320378.10
1324.35,Fe,V,-2.00,216779.10,292287.60
1324.41,Fe,V,-1.15,216860.40,292365.90
1324.42,Cr,IV,-0.65,236491.40,160986.50
1324.42,Mn,V,-2.13,183538.80,259043.80
1324.47,Ni,V,-0.50,212253.40,287755.50
1324.47,Ni,V,-1.00,217129.10,292631.00
1324.74,Ni,V,-0.53,221087.60,296574.00
1324.84,Ni,IV,-1.15,179583.00,255064.00
1324.87,Ni,IV,-0.56,110410.60,185890.00
1325.02,Cr,IV,0.79,234100.10,158629.50
1325.07,Ni,V,-0.19,251654.90,327122.70
1325.17,Co,V,-0.26,238164.60,313626.70
1325.78,Co,V,0.26,238390.30,313817.80
1325.78,Fe,V,-0.62,216860.40,292287.60
1325.81,Cr,IV,-0.03,233358.80,157933.30
1325.82,Ni,V,-1.20,233839.20,309264.00
1326.03,Co,V,0.02,244821.20,320234.50
1326.15,Ni,IV,-1.20,139886.70,215292.90
1326.48,Fe,V,-2.21,214525.80,289913.00
1326.67,V_,IV,0.03,223033.00,147656.50
1326.68,Ni,IV,-1.23,140140.90,215516.80
1326.79,Co,V,0.04,277330.20,352700.20
1326.80,V_,IV,-0.26,226796.30,151427.00
1326.83,Co,V,-1.06,244866.70,320234.50
1326.83,Co,V,0.06,238259.10,313626.70
1326.99,Fe,VI,-1.56,264118.30,339477.00
1327.07,Co,V,0.19,241582.40,316936.20
1327.09,Fe,V,-1.78,381547.00,306193.90
1327.10,Fe,V,-0.66,220621.00,295973.20
1327.14,Co,V,-0.70,248855.90,324205.80
1327.19,Fe,IV,-1.75,161571.59,236918.79
1327.39,Ni,V,-0.81,247281.80,322617.60
1327.47,Ni,V,-0.65,247104.90,322436.40
1327.51,Co,V,-1.25,241582.40,316911.60
1327.56,Ni,V,-0.88,212455.70,287782.10
1327.66,Ni,IV,-1.01,111195.80,186516.10
1327.66,Ni,V,-1.12,240959.60,316280.30
1327.94,Ni,V,-1.02,217048.70,292353.40
1327.95,Mn,V,-1.26,194664.40,269968.30
1327.96,Cr,IV,0.00,233236.70,157933.30
1328.03,Ni,V,-0.40,212455.70,287755.50
1328.17,Ni,IV,-0.86,139619.20,214910.50
1328.18,Mn,V,-1.54,194664.40,269955.40
1328.30,Co,IV,-0.93,148098.10,223382.30
1328.43,Co,V,0.01,241582.40,316859.20
1328.47,Ni,IV,-1.20,111195.80,186470.10
1328.53,Cr,IV,-0.85,233798.90,158527.70
1328.57,Ti,V,-0.55,494035.70,569304.50
1328.61,Fe,V,-2.02,209523.90,284790.80
1328.62,Ti,IV,-2.23,258877.08,334143.00
1328.85,Fe,IV,-1.11,167712.50,242965.62
1328.99,Fe,V,-2.48,377537.90,302292.70
1329.02,Fe,V,-1.32,217122.50,292365.90
1329.14,Co,V,-0.60,238390.30,313626.70
1329.18,Fe,VI,0.11,270672.60,345907.10
1329.28,V_,IV,0.29,226796.30,151567.30
1329.31,Ni,V,-1.89,242290.40,317517.50
1329.36,Ni,V,0.47,217129.10,292353.40
1329.41,Ni,V,-0.81,251654.90,326876.30
1329.70,Co,V,-0.67,238106.20,313311.00
1329.70,Cr,IV,0.14,232566.10,157361.40
1329.81,Co,V,0.14,249006.80,324205.80
1329.87,Fe,IV,-0.79,162087.81,237283.09
1329.89,Ni,IV,-2.01,111763.30,186957.20
1329.92,Cr,IV,-0.80,234085.20,158892.70
1329.96,V_,IV,-0.42,226617.10,151427.00
1330.02,Co,V,0.38,238390.30,313577.10
1330.05,Ni,V,-0.69,232545.90,307731.10
1330.07,Cr,IV,-1.53,233117.30,157933.30
1330.12,Co,V,-1.17,238129.60,313311.00
1330.16,Co,V,-0.35,276608.80,351787.70
1330.32,Fe,IV,-1.90,167795.92,242965.62
1330.40,Fe,V,0.44,217122.50,292287.60
1330.53,Co,V,-1.28,235199.90,310357.90
1330.55,Fe,V,-1.41,219486.90,294644.00
1330.64,Ni,IV,-1.24,140140.90,215292.90
1330.67,Cr,IV,-0.94,234502.10,159352.00
1330.74,Co,V,-0.20,238164.60,313311.00
1330.88,V_,IV,-0.94,222794.60,147656.50
1330.92,Co,V,0.24,261994.00,337129.90
1330.97,Fe,VI,-0.39,269140.20,344273.30
1331.02,Co,V,0.69,252331.90,327462.40
1331.07,Ni,IV,-1.39,151574.70,226702.50
1331.19,Fe,VI,-1.65,263135.90,338256.40
1331.39,Ni,V,-0.89,240959.60,316068.80
1331.43,Ni,V,-0.90,216434.70,291541.70
1331.50,Co,V,0.61,236431.20,311534.50
1331.64,Fe,V,-0.06,220621.00,295716.40
1331.65,Co,V,0.19,244821.20,319915.70
1331.72,Cr,IV,-0.30,233618.40,158527.70
1331.80,Ni,V,-0.89,242290.40,317376.80
1331.84,Ni,V,-1.46,251654.90,326739.00
1331.93,Cr,IV,0.17,233708.50,158629.50
1331.99,Ni,V,-0.38,232655.60,307731.10
1332.10,Ni,IV,-1.62,147635.90,222705.50
1332.25,Co,V,-0.80,241875.40,316936.20
1332.35,Cr,IV,-1.01,247239.30,172184.00
1332.41,Co,V,-0.61,238259.10,313311.00
1332.41,Cr,IV,0.96,234500.90,159449.20
1332.45,V_,IV,-0.19,226617.10,151567.30
1332.47,Co,V,-0.81,236431.20,311479.60
1332.64,Cr,IV,-0.74,250007.70,174968.60
1332.69,Co,V,0.13,241875.40,316911.60
1332.71,Cr,IV,-1.57,257714.40,182679.20
1332.78,Ni,V,-0.32,240959.60,315990.50
1332.83,Cr,IV,-1.30,256306.20,181277.90
1332.85,Ni,IV,-0.47,139289.40,214316.80
1332.87,Co,V,-1.14,249179.70,324205.80
1332.90,Ni,V,-0.58,225200.70,300224.90
1332.91,Ni,IV,-1.38,139886.70,214910.50
1332.97,Fe,V,-2.30,213649.20,288669.80
1332.98,Co,V,-0.03,238259.10,313278.70
1333.01,Ni,V,-0.33,225545.10,300563.30
1333.02,Cr,IV,0.02,233647.00,158629.50
